id,url,name,description,ranking,category
84,https://youtube.com/playlist?list=PLg8AUSmE1ErIyk3Z6db80HIrUpgfjS5kX&si=sEVJnviJE2fK4M_p,Closely Observed English - Cambridge B2 First Preparation - YouTube Playlist,Description,⭐⭐⭐,FCE
85,https://youtube.com/playlist?list=PLg8AUSmE1ErKBnb69Ke6dbz17AYB8-BYv&si=zpagnZkEzmiPPvVY,Closely Observed English - Cambridge B2 First Preparation II - YouTube Playlist,Description,⭐⭐⭐,FCE
86,https://www.grammarism.com/,Grammarism,Excellent Resource for Interactive Exercises and ⬇️ Downloadable PDFs!,⭐⭐⭐⭐⭐,grammar
87,https://www.ego4u.com/en/cram-up/grammar,Ego4U - Grammar,🍉 Lots of Examples and Interactive Grammar Exercises,⭐⭐⭐⭐,grammar
88,https://www.learnenglishfeelgood.com/esl-english-grammar-exercises.html,Learn English Feel Good,🦕 Lots of Grammar Tests! Interactive,⭐⭐⭐⭐,grammar
89,https://www.perfect-english-grammar.com/,Perfect English Grammar,🌟 Great Resource - Lots of Explanations and Exercises and PDFs to ⬇️ download,⭐⭐⭐⭐,grammar
90,https://www.allthingsgrammar.com/,All Things Grammar,🐉 Great Explanations Exercises and Printables!,⭐⭐⭐⭐,grammar
91,https://www.grammarbank.com/,Grammar Bank,🍱 Lessons Quizzes and Interactive Exercises,⭐⭐⭐⭐,grammar
92,https://www.grammar-quizzes.com/index.html,Grammar Quizzes,🚄 Lots of Examples and Interactive Grammar Exercises,⭐⭐⭐⭐,grammar
93,https://www.e-grammar.org/,E-Grammar,😺 Great resource for Downloading PDFs printables for grammar practice,⭐⭐⭐⭐,grammar
94,https://youtube.com/playlist?list=PLMR3lYBIrUzh0evA_mYgV-hOdstqCDBXu&si=Cq6QiJ2sasNYbkXd,7esl - English Grammar YouTube Playlist,Description,⭐⭐⭐⭐,grammar
95,https://www.english-grammar.at/index.htm,English Grammar,🍰 Lots of Interactive Grammar Exercises,⭐⭐⭐⭐,grammar
96,https://www.usingenglish.com/quizzes/,Using English - Quizzes,Lots of Interactive Quizzes,⭐⭐⭐⭐,grammar
97,https://www.englishgrammar.org/,English Grammar,⬇️ Downloadable Lessons in PDF,⭐⭐⭐⭐,grammar
98,https://7esl.com/verb-tenses/,7esl - English Verb Tenses, Good summery on How to Use the 12 English Tenses Correctly,⭐⭐⭐,grammar
99,https://www.examenglish.com/grammar/b1_grammar.html,🦝 Exam English - Grammar for the B1 level,Explanations and Interactive exercises,⭐⭐⭐,grammar
100,https://www.examenglish.com/grammar/b2_grammar.html,🦝 Exam English - Grammar for the B2 level,Explanations and Interactive exercises,⭐⭐⭐,grammar
101,https://www.eslcafe.com/resources/grammar-lessons,ESL Cafe - Grammar,Description,⭐⭐⭐,grammar
102,https://authority.pub/common-grammar-mistakes/,Authority Pub - 15 Common Grammar Mistakes,Description,⭐⭐,grammar
103,https://listenaminute.com/,Listen a Minute ,📻📣 Amazing website with 480 short listenings and PDFs to download ⬇️ and more,⭐⭐⭐⭐⭐,listening
104,https://www.bbc.co.uk/learningenglish/english/features/6-minute-english,BBC - Learning English - 6 Minute English Podcast,🍜 Amazing way to practice listening and improve your level,⭐⭐⭐⭐⭐,listening
105,https://www.esl-lab.com/,ESL CYBER Listening Lab,👂🔈 Lots of listenings available by level with interactive quizzes and relative vocabulary,⭐⭐⭐⭐,listening
106,https://www.youtube.com/channel/UCLyr-hfWVCKHcZjV5fg3jbw/videos,YouTube – English Speeches,🧏🎬 Amazing YouTube Channel with lots of videos of English Speeches by Famous People with BIG Subtitles ,⭐⭐⭐⭐,listening
107,https://learnenglish.britishcouncil.org/general-english/audio-series/podcasts,British Council - Learn English - Podcasts,🚖 for A2 level and B1- from fictional drama and jokes to quizzes and language advice - with Transcripts! and Interactive Quizzes for each podcast episode,⭐⭐⭐⭐,listening
108,https://www.fluentu.com/blog/educator-english/esl-listening-activities/,FluentU - 40 ESL Listening Activities for 7 Learning Styles,Description,⭐⭐⭐,listening
109,https://www.learnenglishfeelgood.com/listening/index.html,Learn English Feel Good – Listening Comprehension,📻🎙️ 15 Spelling Practices – 20 Listening practices ,⭐⭐⭐,listening
110,https://englishlistenings.com/,English Listenings,🔊📣 Listening by level – topic – time – Cambridge listenings and TOEFL,⭐⭐⭐,listening
111,https://www.youtube.com/channel/UCCBR08dMtsbQn9qKxNMzZBA/videos,Speeches With Beautifully Animated Subtitles - YouTube,🦒 You have the change to Improve your Listening Comprehension while Reading the Big and Beautiful Subtitles of these videos,⭐⭐⭐,listening
112,https://www.bbc.co.uk/sounds/podcasts,BBC - Podcasts,🦘 For more Advanced learners,⭐⭐⭐,listening
113,https://www.ted.com/,Ted Talks,Practise listening using TED talks (higher levels),⭐⭐⭐,listening
114,https://www.phrasalverbdemon.com/,Phrasal Verb Demon,📚 Excellent website with lots of Readings (and audios sometimes) from which to learn Phrasal Verbs,⭐⭐⭐⭐⭐,phrasal verbs
115,https://englishstudyhere.com/phrasal-verbs/most-important-phrasal-verbs/,English Study Here,🗝️ Most Important Phrasal Verbs - Image summary,⭐⭐⭐⭐,phrasal verbs
116,https://www.englishclub.com/ref/Phrasal_Verbs/Quizzes/,English Club,🌝 Nice Quizzes to practice Phrasal Verbs!,⭐⭐⭐⭐,phrasal verbs
117,https://youtube.com/playlist?list=PLMR3lYBIrUzgwsjASq_kHXMDqVM6Aw4qy&si=ygpywToo5hW8AE5z,7esl - English Phrasal Verbs YouTube Playlist,Description,⭐⭐⭐⭐,phrasal verbs
118,https://blog.abaenglish.com/25-most-useful-phrasal-verbs/,ABA English,😌 A list of the most common English phrasal verbs,⭐⭐⭐⭐,phrasal verbs
119,https://www.eslcafe.com/resources/phrasal-verbs/,ESL Cafe,🙃🌶️ Long list of Phrasal Verbs with example sentences and short explanations,⭐⭐⭐⭐,phrasal verbs
120,https://www.learnenglishfeelgood.com/phrasalverbs/index.html,Learn English Feel Good - Phrasal Verbs,🧑‍🦰 Long list of English Phrasal Verbs,⭐⭐⭐,phrasal verbs
121,http://effectivenglish.com/?p=200,Effective English,💎 Phrasal verbs and expressions ⬇️ Downloadable Docs,⭐⭐⭐,phrasal verbs
122,https://www.really-learn-english.com/separable-inseparable-phrasal-verbs.html,Really Learn English,🎯 Separable and Inseparable Phrasal Verbs,⭐⭐,phrasal verbs
123,https://youglish.com/,Youglish - Learn new Vocabulary and Pronunciation with YouTube videos and subtitles,💚🙋 One of my Absolute Favorites!! Amazing resource,⭐⭐⭐⭐⭐,pronunciation
124,https://rachelsenglish.com/,Rachel's English Official Website,🇺🇸🔊 Great YouTube Channel for learning American English,⭐⭐⭐⭐,pronunciation
125,https://youtube.com/playlist?list=PLMR3lYBIrUzgvI51gOKyjzjsWwkN7rDbp&si=7Hm7TSm6Rzgsi02h,7esl - English Pronunciation YouTube Playlist,Description,⭐⭐⭐⭐,pronunciation
126,https://www.youtube.com/user/rachelsenglish/videos,Rachel's English YouTube Videos,🇺🇸🔊 Great YouTube Channel for learning American English,⭐⭐⭐⭐,pronunciation
127,https://englishpost.org/english-pronunciation/,English Post - Pronunciation,🎬🗣️ Lost of videos for different sounds,⭐⭐⭐,pronunciation
128,https://www.youtube.com/playlist?list=PLMR3lYBIrUzgvI51gOKyjzjsWwkN7rDbp&si=o8RxcZPQe-YtWiL_,7ESL - English Pronunciation Youtube Playlist,Description,⭐⭐⭐,pronunciation
129,https://globalaccess.bowvalleycollege.ca/learners/readers.php,Bow Valley College - Readers,🚂 Amazing resource to practice reading and listening interactively,⭐⭐⭐⭐⭐,reading
130,https://www.learnenglishfeelgood.com/readingcomprehension.html,Learn English Feel Good – Reading Comprehension,📔📚💯 Many different topics with interactive questions to check comprehension,⭐⭐⭐,reading
131,https://www.englishclub.com/reading/,English Club – Reading,Description,⭐⭐⭐,reading
132,https://www.5minuteenglish.com/reading.htm,5 Minute English – Reading Lessons,📖💯🔖 Gives you important vocabulary to heed before each text ,⭐⭐⭐,reading
133,https://simple.wikipedia.org/wiki/Main_Page,Simple English Wikipedia,🐼 Read Wiki Articles in Simpler English,⭐⭐⭐,reading
134,https://linguapress.com/advanced.htm,LinguaPress – Advanced Reading,📖 Gives questions and quizzes for each text,⭐⭐,reading
135,https://linguapress.com/inter.htm,LinguaPress – Intermediate Reading,📖 Gives questions and quizzes for each text,⭐⭐,reading
136,https://esldiscussions.com/,ESL Discussions,🤩👍🗣️ One of my All-Time Favorites! More than 14000 Conversation Questions! ⬇️ Downloadable PDFs ready for cutting into cards and use in the classroom! ,⭐⭐⭐⭐⭐,speaking
137,https://printdiscuss.com/,Print Discuss,🕺🙋‍♂️😀😍 Another All-Time Favorite! Great content ⬇️ Downloadable PDFs – Printables to use in the classroom! ,⭐⭐⭐⭐⭐,speaking
138,http://www.esldiscussiontopics.com/,ESL Discussion Topics,🤯😁🥳👉 Another All-Time Favorite! ⬇️ Very easily Downloadable PDFs – Printables with different options relative to the speaking cards! ,⭐⭐⭐⭐⭐,speaking
139,https://eslconversationtopics.com/,ESL Conversation Topics,🕴💪 Nicely divided into levels – Beginner to Advanced – It also gives vocabulary related to the chosen topic,⭐⭐⭐⭐,speaking
140,https://www.eslconversationquestions.com/,ESL Conversation Questions,💽 Good site with lots of topics,⭐⭐⭐⭐,speaking
141,https://youtube.com/playlist?list=PLMR3lYBIrUzj8yUM3vibIPSMfw2s_I2mp&si=k_jCk49QYSlzrwmo,7esl - English Conversation YouTube Playlist,Description,⭐⭐⭐⭐,speaking
142,http://iteslj.org/questions/,Conversation Questions for the ESL/EFL Classroom,Lots and Lots 🤪 of Questions!,⭐⭐⭐⭐,speaking
143,https://www.conversationstarters.com/100.htm,Conversation Starters - 100 Conversation Questions,⚙️💡🔦 Simple and cool site with lots of question and a cool Random Question Generator too!,⭐⭐⭐⭐,speaking
144,https://conversationstartersworld.com/,Conversation Starters World,😁👅👁️ Very extensive lists of questions! + Conversation games + Trivia & Thought-Provoking ,⭐⭐⭐⭐,speaking
145,https://youtube.com/playlist?list=PLMR3lYBIrUzjPoobEP0vXB-a_cJw8nn7l&si=Dm8Y50qnSkWqTWgx,7esl - English Speaking YouTube Playlist,Description,⭐⭐⭐⭐,speaking
146,https://www.fluentu.com/blog/educator-english/esl-speaking-activities-for-adults/,FluentU – Speaking,23 ESL Speaking Activities for Adults: Free Their Inner Kids,⭐⭐⭐,speaking
147,https://teflpedia.com/Category:Teflpedia_conversation_questions,TEFLPEDIA conversation questions,🙌 Lots of Conversation questions by topic,⭐⭐⭐,speaking
148,https://englishstudyhere.com/category/speaking-general/,English Study Here - Speaking – General, 😄 Excellent one-image summaries of Vocab Topics,⭐⭐⭐,speaking
149,https://englishstudyhere.com/category/ways-to-say/,English Study Here - Ways to Say,Description,⭐⭐⭐,speaking
150,https://ministry-to-children.com/100-conversation-starters/,100 Questions for Kids,👧👦 Easy Conversation Starters in English,⭐⭐⭐,speaking
151,https://allesl.com/worksheets/speaking/,All ESL – Speaking,Description,⭐⭐⭐,speaking
152,https://englishpost.org/conversation-questions/,English Post -Conversation Questions,Description,⭐⭐⭐,speaking
153,https://www.mantelligence.com/random-questions-to-ask/#best,70 Random Questions to Ask (For: Girls – Guys - or Couples),Description,⭐⭐⭐,speaking
154,https://eslgames.com/esl-conversation-questions,ESL Games -Conversation Questions,Description,⭐⭐⭐,speaking
155,https://www.teachenglishabroad.co/ultimate-guide-to-engaged-ells/100-esl-debate-topics-that-will-get-your-students-fired-up,Teaching English Abroad - 100 ESL Debate Topics,🧂 A vault of modern-day topics guaranteed to spice up your lesson ,⭐⭐⭐,speaking
156,https://www.esltalkingpoints.com/,ESL Talking Points,👉👉 Good printables and lots of topics,⭐⭐⭐,speaking
157,https://www.excellentesl4u.com/esl-conversation-cards.html,Excellent ESL 4 U,⬇️ Very easily Downloadable PDFs,⭐⭐⭐,speaking
158,https://keithspeakingacademy.com/ielts-speaking-free-live-lessons/,Keith Speaking Academy - IELTS Speaking FREE Live Lessons!,🚀🎤 Lots of Free Video Lessons mainly focused on IELTS,⭐⭐⭐,speaking
159,https://keithspeakingacademy.com/blog/,Keith Speaking Academy – IELTS Speaking Tips,Description,⭐⭐⭐,speaking
160,https://www.talkenglish.com/,Talk English - Improve your spoken English Free!,🦜 You have interactive exercises and audios to perfect your pronunciation too,⭐⭐⭐,speaking
161,https://eslflow.com/debateanddiscussionlessons.html,ESL Flow - Debate and Discussion Speaking Exercise,Description,⭐⭐⭐,speaking
162,https://eslgold.com/practice-speaking/conversation-topics/,ESL Gold Speaking Practice, A variety of topics to select 😉,⭐⭐,speaking
163,https://www.edutopia.org/discussion/12-fun-speaking-games-language-learners,Edutopia -> 12 Fun Speaking Games for Language Learners,🤭 Speaking Games 😁,⭐⭐,speaking
164,https://wehavekids.com/parenting/Conversation-Starters-for-Teens,We Have Kids - 120+ Conversation Starters for Teens,Description,⭐⭐,speaking
165,https://sites.google.com/view/speakingpractice/home?authuser=0,Speaking Practice,Monologues and more,⭐⭐,speaking
166,https://globalaccess.bowvalleycollege.ca/learners/readers.php,ESL Literacy Readers - Bow Valley College,Amazing resource to practice reading and listening interactively,⭐⭐⭐⭐⭐,general
167,https://www.at.alleng.org/english/txb1.htm,Educational resources of the Internet – English - Direct Download Books,📚 Enormous Collection 🤯 of Books and their 🔊audio files for Direct Download ⬇️,⭐⭐⭐⭐,general
168,https://www.cambridgeenglish.org/teaching-english/resources-for-teachers/,Cambridge English – Resources for English teachers,😁 Free resources for preparing learners for Cambridge English Qualifications . ⬇️ Downloadable PDFs,⭐⭐⭐⭐,general
169,https://vk.com/wall154021573?own=1,Direct Download of ESL Books – FCE - CAE – General English I,⬇️ Download Course Books – Student Books and more in PDF,⭐⭐⭐⭐,general
170,https://vk.com/wall261868754,Direct Download of ESL Books – FCE - CAE – General English II,⬇️ Download Course Books – Student Books and more in PDF,⭐⭐⭐⭐,general
171,https://www.voicetube.com/,VoiceTube – Learn English with Youtube,📼📺 Really great way to learn through videos! You can select content according to different levels A1-C2,⭐⭐⭐⭐,general
172,https://vk.com/english_file,Direct Download of English File Books,⬇️ Download 👑 English File Course Books – Student Books and more in PDF,⭐⭐⭐⭐,general
173,https://www.efset.org/,EF Set - Free Standardized English Test Online,🐯 You can take a 15min Quick Check Test or a 50min EF Set Test to certify your English Proficiency - You can add the Certificate to your LinkedIn Profile,⭐⭐⭐⭐,general
174,https://www.theteacherscorner.net,The Teachers Corner,🍓 Lesson Plans - Worksheets - Puzzles - Activities - You can make your own ESL Games Printables (Pretty Cool),⭐⭐⭐⭐,general
175,https://www.englishclub.com/,English Club ,🤟 Huge amount of resources both for Learners and Teachers,⭐⭐⭐⭐,general
176,https://www.eslcafe.com/resources/quizzes/,ESL Cafe - Quizzes,Description,⭐⭐⭐⭐,general
