id,url,name,description,ranking,category
191,https://myvocabulary.com/,My Vocabulary.com,🎲 Lots of interactive Vocabulary Exercises ,⭐⭐⭐,general
192,https://vk.com/englishvmesteveselee,English: FCE – CAE – CPE - IELTS!, ⬇️ Direct Download of a lot of books!,⭐⭐⭐,general
193,https://englishbooks.com.tw/primary/,Huge Collection of English Books, ⬇️ Directly Downloadable PDFs,⭐⭐⭐,general
194,https://tekhnologic.wordpress.com/,Tekhnologic – Templates for games and activities,🤖 Download ⬇️ PowerPoint games and activities,⭐⭐⭐,general
195,http://effectivenglish.com/,Effective English ,👨‍🏫📈 Effective English – CAE – FCE – CPE Use of English + Vocabulary → ⬇️ Downloadable Docs,⭐⭐⭐,general
196,https://eslgames.com/esl-jeopardy/,ESL Games – Jeopardy!,👨‍🦱👩‍🦰 ESL Jeopardy is a version of the popular board game - great for reviewing vocabulary and certain grammar forms. It ranks alongside Taboo as one of the most played games in the TEFL classroom.,⭐⭐⭐,general
197,https://eslgames.com/,ESL Games,👨‍🦱👩‍🦰 Games for Adults and Exercises for Grammar -Vocabulary and more ,⭐⭐⭐,general
198,https://www.fluentu.com/blog/educator-english/english-activities-for-teenagers/#toc_12,FluentU → 14 Creative English Activities for Teenagers,🏓 Games for One-on-One + Groups + Online activities,⭐⭐⭐,general
199,https://www.teachingenglish.org.uk/,British Council – Teaching English,Plenty of Teaching resources,⭐⭐⭐,general
200,https://www.bbc.co.uk/learningenglish/english/classroom_teaching,BBC English Learning → The Teachers' Room,💼 Classroom teaching tips with The Teachers' Room,⭐⭐⭐,general
201,https://www.bbc.co.uk/learningenglish/english/hygiene/lowerintermediate-syllabus,BBC English Learning → Syllabus,🎚️Get different Syllabuses → 💯 You can choose from *Activity *Listening *Reading *Video for -Grammar -Vocabulary and -News and Drama,⭐⭐⭐,general
202,https://www.englisch-hilfen.de/en/,Englisch Hilfen -> Grammar – Vocabulary – Exercises – Tests – Games,👾 Great site for Games – Worksheets – Grammar explanations and more,⭐⭐⭐,general
203,https://eslforums.com/,ESL Forums,📱📘 Great for Vocabulary cards and more,⭐⭐⭐,general
204,https://www.englishmedialab.com/,English Media Lab ,🏍️ Free English Exercises Online - ESL Interactive Learning,⭐⭐⭐,general
205,https://www.espressoenglish.net/learn-english-online/,Espresso English,⚗️ Great site for Vocabulary Grammar and More – Video content,⭐⭐⭐,general
206,https://www.rubenvalero.com/learningenglish/,Learn English – Ruben Valero,🎯 Especially useful for Cambridge Exam Preparation,⭐⭐⭐,general
207,https://www.englishcurrent.com/,English Current ,💡 ESL Lesson Plans - Tests & Ideas,⭐⭐⭐,general
208,http://iteslj.org/Techniques/,EFL/ESL Teaching Techniques,🏂 Wide range of ESL Techniques – Very Useful - From The Internet TESL Journal,⭐⭐⭐,general
209,https://busyteacher.org/,Busy Teacher,👍 This one is great for lesson plans and worksheets,⭐⭐⭐,general
210,https://www.fluentu.com/blog/english/learn-english-esl-youtube/,The 25 Best YouTube Channels for Learning English in 2023,💾 Excellent Collection of YouTube Channels to learn English. 🖖 FluentU in general is a great blog for ESL,⭐⭐⭐,general
211,https://www.bbc.co.uk/learningenglish/english/,BBC English Learning,🇬🇧 Great Resource!,⭐⭐⭐,general
212,https://www.onestopenglish.com/,One Stop English - Macmillan Education,🐬 Worksheets and exercises,⭐⭐⭐,general
213,https://eslfriend.com/,ESL Friend,🚁 Lessons and Worksheets ⬇️ Downloadable PDFs,⭐⭐⭐,general
214,https://www.playbuzz.com/quizzes?page=0,PlayBuzz – Quizzes about everything in English,🕶️ Great way to practice Comprehension and Vocabulary about many different topics through Quizzes,⭐⭐⭐,general
215,http://www.macmillanstraightforward.com/resources/tests/,Macmillan Straightforward - Placement Tests, ⬇️ Download Zip files with Word Docs Placement tests for different levels,⭐⭐⭐,general
216,https://www.thoughtco.com/esl-4133095,ThoughtCo. - English as a Second Language (ESL) for Teachers and Students,,⭐⭐⭐,general
217,https://kseacademy.com/,KSE Academy,🤓 Lots of Resources for Students getting ready for Cambridge Exams,⭐⭐⭐,general
218,https://www.excellentesl4u.com/,Excellent ESL 4 You,🛵 FlashCards - Conversation Cards - Worksheets - Printables and more ⬇️ Downloadable PDFs,⭐⭐⭐,general
219,https://allesl.com/,All ESL,😜 Really Cool Worksheets – Boardgames - ⏬ Download Worksheets as Images too,⭐⭐⭐,general
220,https://www.eslbuzz.com/,ESL Buzz,,⭐⭐⭐,general
221,https://www.englishpage.com/,English Page - Free English Grammar and Vocabulary Lessons,🔧😊 Easy to use and with interactive exercises,⭐⭐⭐,general
222,https://prezi.com/,Prezi – Amazing Presentations,😁 Awesome way to create and share presentations! ,⭐⭐⭐,general
223,https://www.plickers.com,Plickers.com,🦜 Classroom activities and students interaction without needing phones - just printable cards!,⭐⭐⭐,general
224,https://padlet.com/,Padlet.com - Collective Boards to organize and present anything, 🐹 Good for student engagement and online interaction - it has a free tier with only three padlets and then Paid 💶 options,⭐⭐⭐,general
225,https://edpuzzle.com/,EdPuzzle - Interactive Video Lessons,🐦 You create and share interactive video lessons with embedded questions + feedback + and analytics,⭐⭐⭐,general
226,https://www.eslkidsgames.com/,ESL Kids Games,🍕 Lots of games for young learners!,⭐⭐⭐,general
227,https://www.eslhiphop.com/,ESL Hip Hop - Learn English through the Power of hip Hop Music,,⭐⭐⭐,general
228,https://eflmagazine.com/resources/,EFL Magazine - The magazine for ESL/EFL Teachers - Resources,,⭐⭐⭐,general
229,https://eflideas.com/,EFL Ideas - Creative Resources for ESL/EFL Teachers,,⭐⭐⭐,general
230,https://www.allthingstopics.com/,All Things Topics,🚕 Quality ESL Audio Files - Videos - Interactive Quizzes & Printable Worksheets,⭐⭐⭐,general
231,https://games4esl.com/,Games4ESL,🚆 Classroom games and game templates - interactive quizzes - ESL worksheets - flashcards - lesson plans - vocabulary lists,⭐⭐⭐,general
232,https://www.collinsdictionary.com/quiz/elt/confusables,Collins Dictionary - Confusables Quiz,,⭐⭐⭐,general
233,https://breakoutenglish.com/,Breakout English - Quality Exam Preparation,,⭐⭐⭐,general
234,https://www.english-zone.com/,English Zone,,⭐⭐⭐,general
235,https://eslfreeway.com/category/teaching-ideas-and-resources/,ESL Freeway - Teaching Ideas and Resources,,⭐⭐⭐,general
236,https://www.eltbase.com/,ELT Base ,🤟 ELTbase is a database of resources for teachers and students of English as a second or foreign language. Quizzes – Notes. ⬇️ Downloadable PDFs,⭐⭐⭐,general
237,https://puzzlemaker.discoveryeducation.com/,Puzzle Maker – Create your own puzzles! ,😃 Really useful site for making puzzles to practice Vocabulary ,⭐⭐⭐,general
238,http://iteslj.org/games/,Games & Activities for the ESL/EFL Classroom,🆒 Enormous Collection of Games and Activities (Explanations),⭐⭐⭐,general
239,http://www.eslhq.com/forums/worksheets/esl-worksheets/,ESL HQ - Worksheets,,⭐⭐⭐,general
240,https://englishstudyhere.com/,Study English Here ,👁️‍🗨️ Lots of example sentences – Grammar Vocabulary Speaking Writing with very convenient image summaries,⭐⭐⭐,general
241,https://learnenglish.britishcouncil.org/,British Council – Learn English,🎨 Vocabulary and Grammar by Levels,⭐⭐⭐,general
242,https://www.eslcafe.com/resources/lesson-plans/,ESL Cafe - Lesson Plans,,⭐⭐⭐,general
243,http://a4esl.org/,Activities for ESL Students,Quizzes - tests - exercises and puzzles to help you learn English as a Second Language (ESL),⭐⭐⭐,general
244,https://www.5minuteenglish.com/index.html,5 Minute English,,⭐⭐⭐,general
245,https://www.selectenglish.co.uk/websites-and-apps-for-learning-english/,Select English - The Best Apps and Websites for Learning English,🍢 Collection of Resources to Learn English,⭐⭐⭐,general
246,https://worditout.com/,Word it Out → Transform your texts into word clouds,☁️ Good resource to focus on the main vocabulary of a given lesson,⭐⭐,general
247,https://ed.ted.com/lessons?direction=desc&sort=featured-position&user_by_click=student,Education - TedTalks,🚓 Short and interesting videos on a wide variety of topics with subtitles,⭐⭐,general
248,https://linguapress.com/free-online-esl.htm,LinguaPress - Free online ESL resources,,⭐⭐,general
249,https://www.tes.com/teaching-resources,TES - Teaching Resources,🦉 Over 900 000 resources made by teachers for teachers - You can buy resources,⭐⭐,general
250,https://nearpod.com/,Nearpod - Interactive lessons + interactive videos + gamification,,⭐⭐,general
251,https://www.socrative.com/,Socrative - Quizzes,🦒 Create quizzes to assess and engage your students,⭐⭐,general
252,https://classroomscreen.com/,Classroom Screen,🐻 Website offering a variety of interactive tools and widgets designed to assist teachers in managing classroom activities and engaging students,⭐⭐,general
253,https://bingobaker.com/,Bingo Baker,🤩 Create Bingo cards for anything and everything – Great for group playing in the classroom,⭐⭐,general
254,https://www.cristinacabal.com/,Blog de Cristina,👩 Lesson Plans – Quizzes – Reading – Speaking and lots more,⭐⭐,general
255,https://eslvideo.com/index.php,ESL Video,🎬 Videos by Level and Quizzes,⭐⭐,general
256,https://www.learnenglishfeelgood.com/index.html,LearnEnglishFeelGood.com!,😃 Nice contents,⭐⭐,general
257,https://www.onestopenglish.com/support-for-teaching-teenagers/teenagers-games/146737.article,One Stop English – Games for Teenagers,🦮 A guide to using games in the classroom with lots of games and activities. Many of these games can be used by all ages.,⭐⭐,general
258,https://www.allthingsgrammar.com/100-best-practices,BEST Practices for Teachers in the Classroom,🧠👀 How to be the best version of your teacher self in the classroom,⭐⭐,general
259,https://magazinelib.com/?s=learn+english,Magazine Library To learn english,📩 Find a lot of Magazines and editions to Learn English and download them in PDF,⭐⭐,general
260,https://www.lessonplansdigger.com/,Lesson Plans Digger,😛 Free Lesson Plans and Teaching Tips,⭐⭐,general
261,https://teflpedia.com/Main_Page,Teflpedia,📚 Teflpedia WIKI styled page principally covering teaching English as a foreign language and related fields. Lots of content.,⭐⭐,general
262,https://bogglesworldesl.com/,Lanternfish ESL Worksheets and Lesson Plans,👌 Great for lesson plans,⭐⭐,general
263,https://eslexpat.com/esl-activities-for-kids-adults/,ESL Expat - ESL Activities for Kids and Adults (English Games & Idioms),,⭐⭐,general
264,https://freeenglishlessonplans.com/,Tim's Free English Lesson Plans,,⭐⭐,general
265,https://www.cristic.com/,Cristic - Educational Resources for Teachers and Families,,⭐⭐,general
266,https://www.youtube.com/@Englishwithjennifer/playlists,English with Jennifer - YouTube Playlists,,⭐⭐,general
267,https://www.englishforums.com/,English Forums,,⭐⭐,general
268,https://eslflow.com/,ESL Flow,,⭐⭐,general
269,https://www.teachit.co.uk/elt,Teach It - English Language Teaching,,⭐⭐,general
270,https://headsupenglish.com/index.php,HeadsUp English,,⭐⭐,general
